epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
127,82328.5,0.73828,0.46922,0.94927,0.94436,0.89423,0.91989,0.76969,0.64779,0.42877,0.89161,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,526.445,0.72473,0.45878,0.94495,0.94832,0.82664,0.84639,0.71732,0.64737,0.429,0.89171,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,1142.31,0.73294,0.46459,0.94818,0.94846,0.90572,0.93192,0.78363,0.64707,0.42912,0.89124,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,1868.37,0.72483,0.45946,0.94613,0.9491,0.915,0.94175,0.79192,0.6467,0.42797,0.89103,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,2562.75,0.72504,0.46105,0.94589,0.94783,0.91423,0.94113,0.79103,0.64638,0.42752,0.89122,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,3226.42,0.72355,0.45906,0.94598,0.94741,0.92814,0.95324,0.80262,0.64633,0.42712,0.89107,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,3863.18,0.72441,0.45855,0.94573,0.94592,0.91351,0.94058,0.79111,0.64594,0.426,0.89088,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,4603.17,0.72824,0.46073,0.94581,0.94569,0.91613,0.94251,0.79343,0.64595,0.42633,0.89092,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,5432.28,0.72602,0.45844,0.94607,0.94543,0.92854,0.95741,0.80417,0.64519,0.42607,0.89072,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
136,6221.63,0.71863,0.45536,0.94443,0.94692,0.92199,0.95103,0.80035,0.64408,0.42566,0.89048,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
137,7006.44,0.72326,0.45768,0.9464,0.94794,0.91504,0.94247,0.79394,0.64412,0.42504,0.89048,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
138,7837.71,0.72054,0.45619,0.94445,0.94731,0.92536,0.95236,0.8015,0.64361,0.4247,0.89011,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185,0.0096555,0.0032185
139,8726.8,0.72018,0.45639,0.94416,0.94692,0.92486,0.95257,0.80152,0.64244,0.42424,0.88973,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
140,9608.49,0.72057,0.45601,0.9436,0.94557,0.92925,0.95787,0.80379,0.64203,0.4239,0.88963,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195,0.0093585,0.0031195
141,10499.7,0.71945,0.45468,0.94455,0.94654,0.92858,0.95761,0.80357,0.64163,0.42389,0.88954,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
142,11328.5,0.71431,0.45421,0.9451,0.94587,0.92947,0.95768,0.80404,0.64109,0.4235,0.88935,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205,0.0090615,0.0030205
143,12258.9,0.71458,0.45422,0.9427,0.94578,0.92815,0.9526,0.80168,0.64032,0.42361,0.88915,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
144,13290.3,0.71603,0.45506,0.94309,0.94614,0.93106,0.95841,0.80545,0.63971,0.42274,0.88886,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215,0.0087645,0.0029215
145,14299.4,0.71345,0.45243,0.94519,0.94738,0.91867,0.94322,0.79555,0.63929,0.42231,0.88849,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
146,15254.2,0.71303,0.45271,0.94237,0.94692,0.93166,0.95884,0.80641,0.63882,0.42169,0.88829,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
147,16211.5,0.71196,0.45089,0.94443,0.94731,0.93062,0.9542,0.80621,0.6384,0.42163,0.88822,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
148,17280.3,0.70652,0.44814,0.94191,0.94728,0.92788,0.95315,0.80315,0.63803,0.42143,0.88813,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235,0.0081705,0.0027235
149,18316.4,0.71149,0.45101,0.94152,0.94622,0.93057,0.95423,0.80632,0.63771,0.42122,0.88805,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
150,19333.9,0.70723,0.44875,0.94191,0.94675,0.93057,0.95838,0.80695,0.63734,0.4208,0.88784,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245,0.0078735,0.0026245
151,20395.5,0.71066,0.45091,0.94259,0.94895,0.92902,0.95422,0.80555,0.63695,0.42036,0.88777,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
152,21423.6,0.70258,0.44642,0.94001,0.94729,0.89931,0.92398,0.77776,0.63652,0.41988,0.88763,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255,0.0075765,0.0025255
153,22474.7,0.70805,0.44798,0.9415,0.94944,0.92938,0.95444,0.80656,0.63621,0.41963,0.88767,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
154,23583.9,0.71201,0.44938,0.94092,0.94889,0.92994,0.9545,0.80711,0.63594,0.41953,0.88759,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265,0.0072795,0.0024265
155,24723.8,0.70981,0.44901,0.94251,0.94828,0.92733,0.95329,0.80356,0.63531,0.41936,0.88747,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
156,25949.9,0.70415,0.44668,0.94031,0.9484,0.93074,0.95866,0.80762,0.63489,0.41913,0.88735,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
157,27113.2,0.70271,0.44556,0.93942,0.94863,0.93144,0.9545,0.80698,0.63469,0.41875,0.88724,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
158,28426.6,0.70426,0.44678,0.94046,0.94846,0.93188,0.95464,0.80726,0.63462,0.41836,0.88719,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285,0.0066855,0.0022285
159,29598,0.70625,0.44589,0.94059,0.94478,0.87055,0.89319,0.7507,0.63443,0.41836,0.88707,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
160,30766.1,0.70293,0.44507,0.93936,0.94633,0.90092,0.92401,0.77864,0.63426,0.41826,0.88699,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295,0.0063885,0.0021295
161,32074.7,0.70114,0.44294,0.93828,0.94583,0.90519,0.93024,0.7818,0.63388,0.41805,0.88678,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
162,33458.1,0.70113,0.44202,0.93794,0.94619,0.90014,0.92297,0.77763,0.63377,0.41788,0.88666,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305,0.0060915,0.0020305
163,35523.6,0.70302,0.44327,0.93776,0.94737,0.92431,0.94958,0.80066,0.63361,0.4178,0.88646,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
164,37094.1,0.69632,0.43961,0.93602,0.94517,0.89702,0.92101,0.77474,0.63331,0.41767,0.88622,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315,0.0057945,0.0019315
165,38729.9,0.70183,0.44506,0.93857,0.9473,0.93221,0.9585,0.80877,0.63313,0.41742,0.88603,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
166,41738.5,0.69774,0.44115,0.93695,0.94586,0.89242,0.91361,0.7713,0.63285,0.41729,0.88583,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
167,43552.4,0.69747,0.44014,0.93619,0.94753,0.92926,0.95292,0.80506,0.63261,0.41716,0.8857,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
168,45434.6,0.69731,0.44089,0.93875,0.94519,0.8631,0.88371,0.74417,0.63236,0.41674,0.88562,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335,0.0052005,0.0017335
169,47180.2,0.70365,0.44421,0.9385,0.94838,0.93144,0.9583,0.80855,0.63224,0.41658,0.88558,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
170,48751.5,0.69996,0.44235,0.93835,0.94598,0.90366,0.92792,0.78081,0.63208,0.41661,0.88551,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345,0.0049035,0.0016345
171,50575.3,0.6988,0.44009,0.93983,0.94631,0.90574,0.92931,0.78167,0.63171,0.4166,0.8853,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
172,52310.7,0.70087,0.44332,0.93703,0.94906,0.88727,0.91149,0.77004,0.63145,0.41657,0.88519,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355,0.0046065,0.0015355
173,56424.2,0.70554,0.4446,0.93981,0.94901,0.91368,0.93858,0.7937,0.63122,0.41653,0.88511,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
174,62039.8,0.70007,0.44204,0.93974,0.94906,0.91698,0.94112,0.79604,0.63102,0.41644,0.88505,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365,0.0043095,0.0014365
175,64741,0.6963,0.44127,0.93886,0.94592,0.90579,0.92933,0.78206,0.6308,0.41633,0.88501,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
176,66820.8,0.69753,0.44023,0.93613,0.94898,0.93128,0.95357,0.80785,0.63053,0.41617,0.88495,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
177,69725.2,0.69756,0.44095,0.93937,0.94709,0.88197,0.90303,0.76387,0.63041,0.41606,0.88489,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
178,536.939,0.68562,0.43227,0.93246,0.9508,0.8197,0.83699,0.71691,0.63037,0.41601,0.88487,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385,0.0037155,0.0012385
179,1095.51,0.6911,0.43598,0.93482,0.94963,0.92974,0.95316,0.80654,0.63026,0.4161,0.88489,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
180,1777.72,0.68233,0.43128,0.93235,0.94986,0.9207,0.94371,0.80025,0.63023,0.41609,0.88486,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395,0.0034185,0.0011395
181,2426.65,0.68354,0.43295,0.93216,0.94961,0.92645,0.95174,0.80456,0.63005,0.41602,0.88479,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
182,3032.88,0.68233,0.43095,0.93269,0.94922,0.93188,0.95365,0.80815,0.62998,0.416,0.88475,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405,0.0031215,0.0010405
183,3649.93,0.68278,0.43071,0.93239,0.94925,0.93155,0.95366,0.80823,0.62996,0.41588,0.88474,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
184,4254.01,0.6873,0.43301,0.93256,0.94896,0.93128,0.9536,0.80825,0.62986,0.41592,0.88469,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415,0.0028245,0.0009415
185,4898.2,0.6856,0.43084,0.93297,0.94939,0.93084,0.95778,0.80871,0.62982,0.41585,0.88465,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
186,5684.02,0.67774,0.42802,0.93138,0.94927,0.9311,0.95789,0.80879,0.62977,0.41576,0.88463,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
187,6435.16,0.68312,0.43031,0.93297,0.94943,0.93122,0.95366,0.80828,0.62972,0.41573,0.88457,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
188,7193.91,0.68011,0.42987,0.93127,0.94958,0.93099,0.95783,0.80876,0.62967,0.41574,0.88453,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435,0.0022305,0.0007435
189,7938.7,0.67935,0.42854,0.93063,0.94964,0.93113,0.95781,0.80871,0.62957,0.41567,0.88446,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
190,8625.45,0.67866,0.42842,0.93029,0.94865,0.93265,0.95797,0.80876,0.62944,0.41565,0.88442,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445,0.0019335,0.0006445
191,10002.1,0.62333,0.42166,0.92982,0.94915,0.93197,0.95805,0.8087,0.62946,0.41565,0.8844,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
192,11303.6,0.61934,0.41635,0.92797,0.94961,0.92799,0.95193,0.80462,0.62937,0.41561,0.88437,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455,0.0016365,0.0005455
193,12359.6,0.60925,0.40994,0.92568,0.94875,0.93245,0.95812,0.80864,0.62934,0.41546,0.88436,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
194,13428.9,0.60553,0.40892,0.92535,0.94891,0.93245,0.9583,0.80882,0.6292,0.41534,0.88428,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465,0.0013395,0.0004465
195,14390,0.60262,0.40642,0.92304,0.94968,0.92481,0.95003,0.80187,0.62907,0.41524,0.88424,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
196,15385.1,0.59928,0.40367,0.9228,0.94878,0.93198,0.95852,0.80908,0.62893,0.41513,0.88418,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
197,16427.6,0.60429,0.40616,0.92264,0.94873,0.93204,0.95831,0.80918,0.62875,0.41495,0.8841,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
198,17385.9,0.60085,0.40429,0.92089,0.94877,0.9318,0.95848,0.80934,0.62863,0.41475,0.88406,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485,0.0007455,0.0002485
199,18343.1,0.59574,0.40093,0.92181,0.94904,0.93166,0.95853,0.80943,0.62853,0.41464,0.88401,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
200,19561.1,0.59833,0.40124,0.92212,0.94903,0.93155,0.95864,0.80956,0.62842,0.41446,0.88396,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495,0.0004485,0.0001495
